eval_place,sig_vector,sig_string
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 257, 39]",<object data=saivs.html <noembed>vbscript:MsgBox+1src=/ 
body_tag,"[26, 45, 209, 262, 70]","<object data=saivs.html <noembed><video><track default src="""""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 70, 76, 70]","<object data=saivs.html """">"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 209]",<object data=saivs.html <noembed>key == 'window'<noembed>
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 262, 70]","<object data=saivs.html <noembed><video><track default src="""""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
body_tag,"[26, 45, 209, 200, 70]","<object data=saivs.html <noembed>key == 'window'"""
